game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,black,60,20.1,0.0,799,-830,800
2,black,58,19.1,0.0,799,none,800
3,black,56,18.6,0.0,799,none,800
4,black,38,14.1,0.0,799,none,800
5,black,28,11.4,0.0,799,none,800
6,black,52,18.0,0.0,799,-1251,800
7,black,20,9.2,0.0,799,none,800
8,black,6,5.2,0.0,799,none,800
9,black,70,23.7,0.0,799,none,800
10,black,20,9.0,0.0,799,none,800
