game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,black,58,61.9,0.0,799,none,800
2,black,36,32.4,0.0,799,none,800
3,black,50,58.3,0.0,799,none,800
4,black,22,26.2,0.0,799,-521,800
5,black,32,35.5,0.0,799,-1136,800
6,black,10,10.2,0.0,799,-1901,800
7,black,52,52.4,0.0,799,-2637,800
8,black,48,50.0,0.0,799,none,800
9,black,50,52.9,0.0,799,-1315,800
10,black,72,77.1,0.0,799,-2336,800
