game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,37,41.2,0.0,799,none,800
2,white,27,31.5,0.0,799,none,800
3,white,5,6.6,0.0,799,-2349,800
4,white,29,33.0,0.0,799,-521,800
5,white,85,89.8,0.0,799,-1262,800
6,white,13,15.2,0.0,799,-1363,800
7,white,53,56.1,0.0,799,none,800
8,white,45,52.5,0.0,799,none,800
9,white,39,41.8,0.0,799,-1035,800
10,white,71,71.5,0.0,799,none,800
