game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,17,1.8,145.58333333333334,11,none,11
2,white,23,3.9,0.0,799,-411,800
3,white,45,9.9,0.0,799,-2532,800
4,white,65,13.8,0.0,799,-377,800
5,white,43,5.1,0.0,799,848,800
6,white,31,3.3,122.66666666666667,2,none,2
7,white,33,4.2,0.0,799,486,800
8,white,43,8.7,0.0,799,-772,800
9,white,13,1.2,91.33333333333333,2,none,2
10,white,45,5.3,0.0,799,none,800
