game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,black,70,19.0,0.0,799,-45,800
2,black,28,5.5,0.0,799,-460,800
3,black,30,4.3,0.0,799,556,800
4,black,68,7.8,0.0,799,-702,800
5,black,58,8.8,0.0,799,-92,800
6,black,14,2.2,0.0,799,-772,800
7,black,20,2.5,0.0,799,693,800
8,black,50,13.5,0.0,799,-383,800
9,black,60,10.5,0.0,799,-800,800
10,black,30,6.1,0.0,799,-279,800
