game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,19,36.6,141.79375,799,284,800
2,white,93,171.3,138.42875,799,-298,800
3,white,85,157.1,140.46125,799,-1034,800
4,white,55,107.3,133.59875,799,none,800
5,white,81,135.5,9.68875,799,0,800
6,white,45,85.8,134.10625,799,320,800
7,white,21,40.3,143.1075,799,1627,800
8,white,35,67.5,137.5475,799,-664,800
9,white,33,62.7,141.23875,799,-435,800
10,white,33,63.4,137.28875,799,-38,800
