game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,*,300,0.5,0.0,0.0,none,0.0
2,*,300,0.1,0.0,0.0,none,0.0
3,*,300,0.1,0.0,0.0,none,0.0
4,*,300,0.2,0.0,0.0,none,0.0
5,*,300,0.1,0.0,0.0,none,0.0
6,*,300,0.2,0.0,0.0,none,0.0
7,white,253,0.1,0.0,0.0,none,0.0
8,*,300,0.2,0.0,0.0,none,0.0
9,tie,287,0.2,0.0,0.0,none,0.0
10,*,300,0.5,0.0,0.0,none,0.0
