game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,15,2.1,112.0,1,none,1
2,white,47,6.0,131.0,3,none,3
3,white,71,14.8,133.50467289719626,427,none,427
4,white,11,1.1,134.35714285714286,13,none,13
5,white,49,4.9,114.71428571428571,48,none,48
6,white,7,0.5,136.4375,15,none,15
7,white,9,1.4,146.375,39,none,39
8,white,59,9.3,123.05594405594405,142,none,142
9,white,21,2.2,62.0,0,none,0
10,white,59,13.9,121.97029702970298,201,none,201
