game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,37,39.4,0.0,799,none,800
2,white,37,39.1,0.0,799,-1004,800
3,white,19,20.5,0.0,799,-2269,800
4,white,45,45.8,0.0,799,-745,800
5,white,37,34.8,0.0,799,none,800
6,white,39,42.2,0.0,799,-745,800
7,white,51,54.8,0.0,799,none,800
8,white,31,28.5,0.0,799,none,800
9,white,29,30.3,0.0,799,-1004,800
10,white,51,52.3,0.0,799,-760,800
