game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,27,29.8,0.0,799,-818,800
2,white,67,72.1,0.0,799,-818,800
3,white,45,49.0,0.0,799,-1744,800
4,white,29,30.9,0.0,799,-818,800
5,white,17,18.8,0.0,799,-1790,800
6,white,43,38.4,0.0,799,-931,800
7,white,41,12.5,0.0,799,-1173,800
8,white,23,25.3,0.0,799,-818,800
9,white,75,76.9,0.0,799,-380,800
10,white,67,70.8,0.0,799,-931,800
