game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,71,23.0,0.0,799,none,800
2,white,11,6.3,0.0,799,none,800
3,white,77,27.8,0.0,799,none,800
4,white,43,14.7,0.0,799,-689,800
5,white,27,11.1,0.0,799,none,800
6,white,79,26.7,0.0,799,-745,800
7,white,23,9.9,0.0,799,-785,800
8,white,17,8.1,0.0,799,-474,800
9,white,127,46.2,0.0,799,-1429,800
10,white,21,8.9,0.0,799,-2423,800
