game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,black,58,117.5,139.32,799,226,800
2,black,46,91.0,139.3075,799,-1401,800
3,black,86,160.4,86.1625,799,-1133,800
4,black,56,113.5,141.53125,799,1242,800
5,black,78,148.8,107.60375,799,0,800
6,black,72,136.8,111.35625,799,0,800
7,black,40,80.8,139.63,799,-1920,800
8,black,50,98.0,139.9,799,725,800
9,black,60,116.8,133.29375,799,-1082,800
10,black,44,84.5,115.55875,799,-996,800
