game,winner,moves,time(sec),avgSimDepth,numRootSim,avgBoardEvalScore,numFoundWinningMoveSets
1,white,35,66.6,140.77875,799,-858,800
2,white,49,93.8,134.03875,799,-1051,800
3,white,33,64.5,142.37125,799,none,800
4,white,27,52.1,139.4225,799,143,800
5,white,43,84.1,143.02625,799,none,800
6,white,75,139.4,92.2675,799,0,800
7,white,21,40.2,140.76375,799,1640,800
8,white,21,39.8,138.81625,799,-1175,800
9,white,31,59.0,139.26375,799,737,800
10,white,49,92.5,139.6325,799,-416,800
