board,turn,move_num,result,result_scaled,result_scaled_tempo
8/8/6p1/3n2k1/3B4/5KP1/8/8 w - - 33 99,True,99,0,0,0
8/8/6p1/3n2k1/8/5KP1/5B2/8 b - - 34 99,False,99,0,0,0
8/8/6p1/6k1/1n6/5KP1/5B2/8 w - - 35 100,True,100,0,0,0
8/8/6p1/6k1/1n1B4/5KP1/8/8 b - - 36 100,False,100,0,0,0
8/8/6p1/3n2k1/3B4/5KP1/8/8 w - - 37 101,True,101,0,0,0
8/8/6p1/3n2k1/8/5KP1/8/6B1 b - - 38 101,False,101,0,0,0
8/2n5/6p1/6k1/8/5KP1/8/6B1 w - - 39 102,True,102,0,0,0
8/2n5/6p1/6k1/8/5KP1/5B2/8 b - - 40 102,False,102,0,0,0
8/8/4n1p1/6k1/8/5KP1/5B2/8 w - - 41 103,True,103,0,0,0
8/8/4n1p1/6k1/8/4BKP1/8/8 b - - 42 103,False,103,0,0,0
8/8/4nkp1/8/8/4BKP1/8/8 w - - 43 104,True,104,0,0,0
8/8/4nkp1/8/4K3/4B1P1/8/8 b - - 44 104,False,104,0,0,0
8/8/5kp1/6n1/4K3/4B1P1/8/8 w - - 45 105,True,105,0,0,0
8/8/5kp1/6B1/4K3/6P1/8/8 b - - 0 105,False,105,0,0,0
8/8/6p1/6k1/4K3/6P1/8/8 w - - 0 106,True,106,0,0,0
8/8/6p1/4K1k1/8/6P1/8/8 b - - 1 106,False,106,0,0,0
8/8/6p1/4K2k/8/6P1/8/8 w - - 2 107,True,107,0,0,0
8/8/6p1/3K3k/8/6P1/8/8 b - - 3 107,False,107,0,0,0
8/8/6pk/3K4/8/6P1/8/8 w - - 4 108,True,108,0,0,0
8/8/3K2pk/8/8/6P1/8/8 b - - 5 108,False,108,0,0,0
8/7k/3K2p1/8/8/6P1/8/8 w - - 6 109,True,109,0,0,0
8/7k/3K2p1/8/6P1/8/8/8 b - - 0 109,False,109,0,0,0
8/8/3K2pk/8/6P1/8/8/8 w - - 1 110,True,110,0,0,0
8/8/4K1pk/8/6P1/8/8/8 b - - 2 110,False,110,0,0,0
8/8/4K1p1/6k1/6P1/8/8/8 w - - 3 111,True,111,0,0,0
8/5K2/6p1/6k1/6P1/8/8/8 b - - 4 111,False,111,0,0,0
8/5K2/6pk/8/6P1/8/8/8 w - - 5 112,True,112,0,0,0
6K1/8/6pk/8/6P1/8/8/8 b - - 6 112,False,112,0,0,0
6K1/8/6p1/6k1/6P1/8/8/8 w - - 7 113,True,113,0,0,0
8/6K1/6p1/6k1/6P1/8/8/8 b - - 8 113,False,113,0,0,0
8/6K1/6p1/8/5kP1/8/8/8 w - - 9 114,True,114,0,0,0
8/8/6pK/8/5kP1/8/8/8 b - - 10 114,False,114,0,0,0
8/8/6pK/8/6k1/8/8/8 w - - 0 115,True,115,0,0,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,True,1,0,0,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,False,1,2,3.375,3.33
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,True,2,0,0,0
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,False,2,2,7.594,7.492
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,True,3,0,0,0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,False,3,2,7.594,7.492
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,True,4,0,0,0
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,False,4,2,7.594,7.492
r1bqk2r/pppp1ppp/2n2n2/1B2p3/1b2P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,True,5,0,0,0
r1bqk2r/pppp1ppp/2n2n2/1B2p3/1b2P3/P1N2N2/1PPP1PPP/R1BQK2R b KQkq - 0 5,False,5,2,7.594,7.492
r1bqk2r/pppp1ppp/2n2n2/1B2p3/4P3/P1b2N2/1PPP1PPP/R1BQK2R w KQkq - 0 6,True,6,0,0,0
r1bqk2r/pppp1ppp/2n2n2/1B2p3/4P3/P1P2N2/1PP2PPP/R1BQK2R b KQkq - 0 6,False,6,2,7.594,7.492
r1bqk2r/pppp1ppp/2n5/1B2p3/4n3/P1P2N2/1PP2PPP/R1BQK2R w KQkq - 0 7,True,7,0,0,0
r1bqk2r/pppp1ppp/2B5/4p3/4n3/P1P2N2/1PP2PPP/R1BQK2R b KQkq - 0 7,False,7,2,7.594,7.492
r1bqk2r/p1pp1ppp/2p5/4p3/4n3/P1P2N2/1PP2PPP/R1BQK2R w KQkq - 0 8,True,8,0,0,0
r1bqk2r/p1pp1ppp/2p5/4p3/4n3/P1P2N2/1PP1QPPP/R1B1K2R b KQkq - 1 8,False,8,2,7.594,7.492
r1bqk2r/p1p2ppp/2p5/3pp3/4n3/P1P2N2/1PP1QPPP/R1B1K2R w KQkq - 0 9,True,9,0,0,0
r1bqk2r/p1p2ppp/2p5/3pN3/4n3/P1P5/1PP1QPPP/R1B1K2R b KQkq - 0 9,False,9,2,7.594,7.492
r1b1k2r/p1p2ppp/2pq4/3pN3/4n3/P1P5/1PP1QPPP/R1B1K2R w KQkq - 1 10,True,10,0,0,0
r1b1k2r/p1p2ppp/2pq4/3p4/4n3/P1PN4/1PP1QPPP/R1B1K2R b KQkq - 2 10,False,10,2,7.594,7.492
r3k2r/p1p2ppp/b1pq4/3p4/4n3/P1PN4/1PP1QPPP/R1B1K2R w KQkq - 3 11,True,11,0,0,0
r3k2r/p1p2ppp/b1pq4/3p4/4n3/P1PN4/1PP2PPP/R1BQK2R b KQkq - 4 11,False,11,2,7.594,7.492
r4rk1/p1p2ppp/b1pq4/3p4/4n3/P1PN4/1PP2PPP/R1BQK2R w KQ - 5 12,True,12,0,0,0
r4rk1/p1p2ppp/b1pq4/3p4/4n3/P1PN4/1PP2PPP/R1BQ1RK1 b - - 6 12,False,12,2,7.594,7.492
r4rk1/p1p2ppp/b2q4/2pp4/4n3/P1PN4/1PP2PPP/R1BQ1RK1 w - - 0 13,True,13,0,0,0
r4rk1/p1p2ppp/b2q4/2pp4/4n3/P1PN4/1PP2PPP/R1BQR1K1 b - - 1 13,False,13,2,7.594,7.492
4rrk1/p1p2ppp/b2q4/2pp4/4n3/P1PN4/1PP2PPP/R1BQR1K1 w - - 2 14,True,14,0,0,0
4rrk1/p1p2ppp/b2q4/2pp4/4nB2/P1PN4/1PP2PPP/R2QR1K1 b - - 3 14,False,14,2,7.594,7.492
4rrk1/p1p2ppp/bq6/2pp4/4nB2/P1PN4/1PP2PPP/R2QR1K1 w - - 4 15,True,15,0,0,0
4rrk1/p1p2ppp/bq6/2pp4/P3nB2/2PN4/1PP2PPP/R2QR1K1 b - - 0 15,False,15,2,7.594,7.492
4rrk1/p1p2ppp/bq6/3p4/P1p1nB2/2PN4/1PP2PPP/R2QR1K1 w - - 0 16,True,16,0,0,0
4rrk1/p1p2ppp/bq6/3p4/P1p1n3/2PNB3/1PP2PPP/R2QR1K1 b - - 1 16,False,16,2,7.594,7.492
4rrk1/p1p2ppp/bq6/8/P1ppn3/2PNB3/1PP2PPP/R2QR1K1 w - - 0 17,True,17,0,0,0
4rrk1/p1p2ppp/bq6/8/P1pBn3/2PN4/1PP2PPP/R2QR1K1 b - - 0 17,False,17,2,7.594,7.492
4rrk1/p4ppp/bq6/2p5/P1pBn3/2PN4/1PP2PPP/R2QR1K1 w - - 0 18,True,18,0,0,0
4rrk1/p4ppp/bq6/2p5/P1pBR3/2PN4/1PP2PPP/R2Q2K1 b - - 0 18,False,18,2,7.594,7.492
4rrk1/p4ppp/bq6/8/P1ppR3/2PN4/1PP2PPP/R2Q2K1 w - - 0 19,True,19,0,0,0
4rrk1/p4ppp/bq6/P7/2ppR3/2PN4/1PP2PPP/R2Q2K1 b - - 0 19,False,19,2,7.594,7.492
4rrk1/p4ppp/b7/Pq6/2ppR3/2PN4/1PP2PPP/R2Q2K1 w - - 1 20,True,20,0,0,0
4Rrk1/p4ppp/b7/Pq6/2pp4/2PN4/1PP2PPP/R2Q2K1 b - - 0 20,False,20,2,7.594,7.492
4r1k1/p4ppp/b7/Pq6/2pp4/2PN4/1PP2PPP/R2Q2K1 w - - 0 21,True,21,0,0,0
4r1k1/p4ppp/b7/Pq6/2pp4/2P5/1PP2PPP/R2QN1K1 b - - 1 21,False,21,2,7.594,7.492
4r1k1/p4ppp/b7/Pq6/2p5/2Pp4/1PP2PPP/R2QN1K1 w - - 0 22,True,22,0,0,0
4r1k1/p4ppp/b7/Pq6/2p5/2Pp4/1PP2PPP/1R1QN1K1 b - - 1 22,False,22,2,7.594,7.492
6k1/p4ppp/b7/Pq6/2p5/2Pp4/1PP1rPPP/1R1QN1K1 w - - 2 23,True,23,0,0,0
6k1/p4ppp/b7/Pq6/2p5/2PP4/1P2rPPP/1R1QN1K1 b - - 0 23,False,23,2,7.594,7.492
6k1/p4ppp/b7/Pq6/8/2Pp4/1P2rPPP/1R1QN1K1 w - - 0 24,True,24,0,0,0
6k1/p4ppp/b7/Pq6/8/2Pp4/1P2rPPP/1R1QN2K b - - 1 24,False,24,2,7.594,7.492
6k1/p4ppp/b7/Pq6/8/2P5/1P1prPPP/1R1QN2K w - - 0 25,True,25,0,0,0
6k1/p4ppp/b7/Pq6/8/2P2N2/1P1prPPP/1R1Q3K b - - 1 25,False,25,2,7.594,7.492
6k1/p4ppp/b7/Pq6/8/2P2N2/1P1p1PPP/1R1Qr2K w - - 2 26,True,26,0,0,0
6k1/p4ppp/b7/Pq6/8/2P2N2/1P1p1PPP/1R2Q2K b - - 0 26,False,26,2,7.594,7.492
6k1/p4ppp/b7/Pq6/8/2P2N2/1P3PPP/1R2r2K w - - 0 27,True,27,0,0,0
6k1/p4ppp/b7/Pq6/8/2P2N2/1P3PPP/4R2K b - - 0 27,False,27,2,7.594,7.492
6k1/p4p1p/b7/Pq4p1/8/2P2N2/1P3PPP/4R2K w - - 0 28,True,28,0,0,0
6k1/p4p1p/b7/Pq4p1/1P6/2P2N2/5PPP/4R2K b - - 0 28,False,28,2,7.594,7.492
6k1/p4p1p/b7/Pq6/1P4p1/2P2N2/5PPP/4R2K w - - 0 29,True,29,0,0,0
6k1/p4p1p/b7/Pq6/1P1N2p1/2P5/5PPP/4R2K b - - 1 29,False,29,2,7.594,7.492
6k1/p4p1p/b7/P7/1P1N2p1/2Pq4/5PPP/4R2K w - - 2 30,True,30,0,0,0
6k1/p4p1p/b7/PP6/3N2p1/2Pq4/5PPP/4R2K b - - 0 30,False,30,2,7.594,7.492
6k1/p4p1p/8/Pb6/3N2p1/2Pq4/5PPP/4R2K w - - 0 31,True,31,0,0,0
6k1/p4p1p/8/Pb6/3N2p1/2Pq3P/5PP1/4R2K b - - 0 31,False,31,2,7.594,7.492
6k1/p4p1p/8/Pb6/3N4/2Pq3p/5PP1/4R2K w - - 0 32,True,32,0,0,0
6k1/p4p1p/8/Pb6/3N4/2Pq3p/5PP1/4R1K1 b - - 1 32,False,32,2,7.594,7.492
6k1/p4p1p/8/Pb6/3N4/2q4p/5PP1/4R1K1 w - - 0 33,True,33,0,0,0
6k1/p4p1p/8/Pb6/3NR3/2q4p/5PP1/6K1 b - - 1 33,False,33,2,7.594,7.492
6k1/p4p1p/8/Pb6/3NR3/7p/5PP1/2q3K1 w - - 2 34,True,34,0,0,0
6k1/p4p1p/8/Pb6/3NR3/7p/5PPK/2q5 b - - 3 34,False,34,2,7.594,7.492
6k1/p4p1p/8/Pb6/3NR3/8/5PpK/2q5 w - - 0 35,True,35,0,0,0
4R1k1/p4p1p/8/Pb6/3N4/8/5PpK/2q5 b - - 1 35,False,35,2,7.594,7.492
4b1k1/p4p1p/8/P7/3N4/8/5PpK/2q5 w - - 0 36,True,36,0,0,0
4b1k1/p4p1p/8/P7/8/8/4NPpK/2q5 b - - 1 36,False,36,2,7.594,7.492
4b1k1/p4p1p/8/P7/8/8/4NPpK/5q2 w - - 2 37,True,37,0,0,0
4b1k1/p4p1p/8/P7/8/6K1/4NPp1/5q2 b - - 3 37,False,37,2,7.594,7.492
4b1k1/p4p1p/8/P7/8/6K1/4NPp1/4q3 w - - 4 38,True,38,0,0,0
4b1k1/p4p1p/8/P7/8/5K2/4NPp1/4q3 b - - 5 38,False,38,2,7.594,7.492
4b1k1/p6p/5p2/P7/8/5K2/4NPp1/4q3 w - - 0 39,True,39,0,0,0
4b1k1/p6p/5p2/P7/8/5KN1/5Pp1/4q3 b - - 1 39,False,39,2,7.594,7.492
6k1/p6p/2b2p2/P7/8/5KN1/5Pp1/4q3 w - - 2 40,True,40,0,0,0
6k1/p6p/2b2p2/P7/6K1/6N1/5Pp1/4q3 b - - 3 40,False,40,2,7.594,7.492
6k1/p6p/2b2p2/P7/6K1/6N1/5qp1/8 w - - 0 41,True,41,0,0,0
6k1/p6p/2b2p2/P7/6K1/8/5qp1/5N2 b - - 1 41,False,41,2,7.594,7.492
4b1k1/p6p/5p2/P7/6K1/8/5qp1/5N2 w - - 2 42,True,42,0,0,0
4b1k1/p6p/5p2/P7/6K1/8/3N1qp1/8 b - - 3 42,False,42,2,7.594,7.492
4b1k1/p7/5p2/P6p/6K1/8/3N1qp1/8 w - - 0 43,True,43,0,0,0
4b1k1/p7/5p2/P6p/8/7K/3N1qp1/8 b - - 1 43,False,43,2,7.594,7.492
4b1k1/p7/5p2/P6p/8/7K/3N1q2/6b1 w - - 0 44,True,44,0,0,0
4b1k1/p7/P4p2/7p/8/7K/3N1q2/6b1 b - - 0 44,False,44,2,7.594,7.492
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,True,1,1,5.695,5.695
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,False,1,1,5.695,5.695
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,True,2,1,12.814,12.814
rnbqkbnr/pppp1ppp/4p3/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,False,2,1,12.814,12.814
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,True,3,1,12.814,12.814
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,False,3,1,12.814,12.814
rnbqkbnr/ppp2ppp/4p3/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,True,4,1,12.814,12.814
rnbqkbnr/ppp2ppp/4p3/8/3PN3/8/PPP2PPP/R1BQKBNR b KQkq - 0 4,False,4,1,12.814,12.814
r1bqkbnr/pppn1ppp/4p3/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 1 5,True,5,1,12.814,12.814
r1bqkbnr/pppn1ppp/4p3/8/3PN3/3B4/PPP2PPP/R1BQK1NR b KQkq - 2 5,False,5,1,12.814,12.814
r1bqkb1r/pppn1ppp/4pn2/8/3PN3/3B4/PPP2PPP/R1BQK1NR w KQkq - 3 6,True,6,1,12.814,12.814
r1bqkb1r/pppn1ppp/4pn2/8/3PN3/3B1N2/PPP2PPP/R1BQK2R b KQkq - 4 6,False,6,1,12.814,12.814
r1bqkb1r/pp1n1ppp/4pn2/2p5/3PN3/3B1N2/PPP2PPP/R1BQK2R w KQkq - 0 7,True,7,1,12.814,12.814
r1bqkb1r/pp1n1ppp/4pn2/2p5/3PN3/3BBN2/PPP2PPP/R2QK2R b KQkq - 1 7,False,7,1,12.814,12.814
r1bqkb1r/pp1n1ppp/4p3/2p5/3Pn3/3BBN2/PPP2PPP/R2QK2R w KQkq - 0 8,True,8,1,12.814,12.814
r1bqkb1r/pp1n1ppp/4p3/2p5/3PB3/4BN2/PPP2PPP/R2QK2R b KQkq - 0 8,False,8,1,12.814,12.814
r1b1kb1r/ppqn1ppp/4p3/2p5/3PB3/4BN2/PPP2PPP/R2QK2R w KQkq - 1 9,True,9,1,12.814,12.814
r1b1kb1r/ppqn1ppp/4p3/2p5/3PB3/4BN2/PPP1QPPP/R3K2R b KQkq - 2 9,False,9,1,12.814,12.814
r1b1kb1r/ppq2ppp/4pn2/2p5/3PB3/4BN2/PPP1QPPP/R3K2R w KQkq - 3 10,True,10,1,12.814,12.814
r1b1kb1r/ppq2ppp/4pn2/2p3B1/3PB3/5N2/PPP1QPPP/R3K2R b KQkq - 4 10,False,10,1,12.814,12.814
r1b1kb1r/ppq2ppp/4pn2/6B1/3pB3/5N2/PPP1QPPP/R3K2R w KQkq - 0 11,True,11,1,12.814,12.814
r1b1kb1r/ppq2ppp/4pn2/6B1/3pB3/5N2/PPP1QPPP/2KR3R b kq - 1 11,False,11,1,12.814,12.814
r1b1kb1r/ppq2ppp/4p3/6B1/3pn3/5N2/PPP1QPPP/2KR3R w kq - 0 12,True,12,1,12.814,12.814
r1b1kb1r/ppq2ppp/4p3/6B1/3pQ3/5N2/PPP2PPP/2KR3R b kq - 0 12,False,12,1,12.814,12.814
r1b1kb1r/ppq3pp/4pp2/6B1/3pQ3/5N2/PPP2PPP/2KR3R w kq - 0 13,True,13,1,12.814,12.814
r1b1kb1r/ppq3pp/4pp2/8/3pQB2/5N2/PPP2PPP/2KR3R b kq - 1 13,False,13,1,12.814,12.814
r1b1kb1r/pp4pp/2q1pp2/8/3pQB2/5N2/PPP2PPP/2KR3R w kq - 2 14,True,14,1,12.814,12.814
r1b1kb1r/pp4pp/2Q1pp2/8/3p1B2/5N2/PPP2PPP/2KR3R b kq - 0 14,False,14,1,12.814,12.814
r1b1kb1r/p5pp/2p1pp2/8/3p1B2/5N2/PPP2PPP/2KR3R w kq - 0 15,True,15,1,12.814,12.814
r1b1kb1r/p5pp/2p1pp2/8/3R1B2/5N2/PPP2PPP/2K4R b kq - 0 15,False,15,1,12.814,12.814
r1b1kb1r/p5pp/2p2p2/4p3/3R1B2/5N2/PPP2PPP/2K4R w kq - 0 16,True,16,1,12.814,12.814
r1b1kb1r/p5pp/2p2p2/4p3/3R1B2/5N2/PPP2PPP/2K1R3 b kq - 1 16,False,16,1,12.814,12.814
r1b1k2r/p3b1pp/2p2p2/4p3/3R1B2/5N2/PPP2PPP/2K1R3 w kq - 2 17,True,17,1,12.814,12.814
r1b1k2r/p3b1pp/2p2p2/4p3/2R2B2/5N2/PPP2PPP/2K1R3 b kq - 3 17,False,17,1,12.814,12.814
r3k2r/p3b1pp/2p1bp2/4p3/2R2B2/5N2/PPP2PPP/2K1R3 w kq - 4 18,True,18,1,12.814,12.814
r3k2r/p3b1pp/2p1bp2/4p3/4RB2/5N2/PPP2PPP/2K1R3 b kq - 5 18,False,18,1,12.814,12.814
r3k2r/p3b1pp/2p2p2/3bp3/4RB2/5N2/PPP2PPP/2K1R3 w kq - 6 19,True,19,1,12.814,12.814
r3k2r/p3b1pp/2p2p2/3bp3/5B2/5N2/PPP1RPPP/2K1R3 b kq - 7 19,False,19,1,12.814,12.814
r6r/p3bkpp/2p2p2/3bp3/5B2/5N2/PPP1RPPP/2K1R3 w - - 8 20,True,20,1,12.814,12.814
r6r/p3bkpp/2p2p2/3bp3/5B2/5N1P/PPP1RPP1/2K1R3 b - - 0 20,False,20,1,12.814,12.814
r2r4/p3bkpp/2p2p2/3bp3/5B2/5N1P/PPP1RPP1/2K1R3 w - - 1 21,True,21,1,12.814,12.814
r2r4/p3bkpp/2p2p2/3bp3/5B2/P4N1P/1PP1RPP1/2K1R3 b - - 0 21,False,21,1,12.814,12.814
r2r4/4bkpp/2p2p2/p2bp3/5B2/P4N1P/1PP1RPP1/2K1R3 w - - 0 22,True,22,1,12.814,12.814
r2r4/4bkpp/2p2p2/p2bp3/8/P4N1P/1PPBRPP1/2K1R3 b - - 1 22,False,22,1,12.814,12.814
r2r4/4bk1p/2p2p2/p2bp1p1/8/P4N1P/1PPBRPP1/2K1R3 w - - 0 23,True,23,1,12.814,12.814
r2r4/4bk1p/2p2p2/p2bp1p1/8/P6P/1PPBRPPN/2K1R3 b - - 1 23,False,23,1,12.814,12.814
r2r4/4bk2/2p2p2/p2bp1pp/8/P6P/1PPBRPPN/2K1R3 w - - 0 24,True,24,1,12.814,12.814
r2r4/4bk2/2p2p2/p2bp1pp/5P2/P6P/1PPBR1PN/2K1R3 b - - 0 24,False,24,1,12.814,12.814
r2r4/4bk2/2p2p2/p3p1pp/2b2P2/P6P/1PPBR1PN/2K1R3 w - - 1 25,True,25,1,12.814,12.814
r2r4/4bk2/2p2p2/p3p1Pp/2b5/P6P/1PPBR1PN/2K1R3 b - - 0 25,False,25,1,12.814,12.814
r2r4/4bk2/2p2p2/p3p1Pp/8/P6P/1PPBb1PN/2K1R3 w - - 0 26,True,26,1,12.814,12.814
r2r4/4bk2/2p2p2/p3p1Pp/8/P6P/1PPBR1PN/2K5 b - - 0 26,False,26,1,12.814,12.814
r2r4/4bk2/2p5/p3p1pp/8/P6P/1PPBR1PN/2K5 w - - 0 27,True,27,1,12.814,12.814
r2r4/4bk2/2p5/p3p1pp/P7/7P/1PPBR1PN/2K5 b - - 0 27,False,27,1,12.814,12.814
r2r4/4bk2/2p5/p5pp/P3p3/7P/1PPBR1PN/2K5 w - - 0 28,True,28,1,12.814,12.814
r2r4/4bk2/2p5/p5pp/P3R3/7P/1PPB2PN/2K5 b - - 0 28,False,28,1,12.814,12.814
r2r4/5k2/2p2b2/p5pp/P3R3/7P/1PPB2PN/2K5 w - - 1 29,True,29,1,12.814,12.814
r2r4/5k2/2p2b2/p5pp/P3R3/5N1P/1PPB2P1/2K5 b - - 2 29,False,29,1,12.814,12.814
r7/5k2/2p2b2/p2r2pp/P3R3/5N1P/1PPB2P1/2K5 w - - 3 30,True,30,1,12.814,12.814
r7/5k2/2p2b2/p2r2pp/P1P1R3/5N1P/1P1B2P1/2K5 b - - 0 30,False,30,1,12.814,12.814
r7/5k2/2p2b2/p1r3pp/P1P1R3/5N1P/1P1B2P1/2K5 w - - 1 31,True,31,1,12.814,12.814
r7/5k2/2p2b2/p1r3pp/P1P1R3/1P3N1P/3B2P1/2K5 b - - 0 31,False,31,1,12.814,12.814
r7/5k2/2p2b2/p1r3p1/P1P1R2p/1P3N1P/3B2P1/2K5 w - - 0 32,True,32,1,12.814,12.814
r7/5k2/2p2b2/p1r3p1/P1P1R2p/1P3N1P/2KB2P1/8 b - - 1 32,False,32,1,12.814,12.814
6r1/5k2/2p2b2/p1r3p1/P1P1R2p/1P3N1P/2KB2P1/8 w - - 2 33,True,33,1,12.814,12.814
6r1/5k2/2p2b2/p1r3p1/P1P1R2p/1P2BN1P/2K3P1/8 b - - 3 33,False,33,1,12.814,12.814
6r1/5k2/2p2b2/p4rp1/P1P1R2p/1P2BN1P/2K3P1/8 w - - 4 34,True,34,1,12.814,12.814
6r1/5k2/2p2b2/p4rp1/P1P1R2p/1P3N1P/2KB2P1/8 b - - 5 34,False,34,1,12.814,12.814
6r1/8/2p2bk1/p4rp1/P1P1R2p/1P3N1P/2KB2P1/8 w - - 6 35,True,35,1,12.814,12.814
6r1/8/2p1Rbk1/p4rp1/P1P4p/1P3N1P/2KB2P1/8 b - - 7 35,False,35,1,12.814,12.814
2r5/8/2p1Rbk1/p4rp1/P1P4p/1P3N1P/2KB2P1/8 w - - 8 36,True,36,1,12.814,12.814
2r5/8/2p1Rbk1/p4rp1/P1P4p/1P2BN1P/2K3P1/8 b - - 9 36,False,36,1,12.814,12.814
2r5/5k2/2p1Rb2/p4rp1/P1P4p/1P2BN1P/2K3P1/8 w - - 10 37,True,37,1,12.814,12.814
2r5/5k2/2p2b2/p4rp1/P1P1R2p/1P2BN1P/2K3P1/8 b - - 11 37,False,37,1,12.814,12.814
2r5/8/2p2bk1/p4rp1/P1P1R2p/1P2BN1P/2K3P1/8 w - - 12 38,True,38,1,12.814,12.814
2r5/8/2p2bk1/p4rp1/P1P1R2p/1P1KBN1P/6P1/8 b - - 13 38,False,38,1,12.814,12.814
3r4/8/2p2bk1/p4rp1/P1P1R2p/1P1KBN1P/6P1/8 w - - 14 39,True,39,1,12.814,12.814
3r4/8/2p2bk1/p4rp1/P1P1R2p/1P2BN1P/2K3P1/8 b - - 15 39,False,39,1,12.814,12.814
3r4/8/2p2b2/p4rpk/P1P1R2p/1P2BN1P/2K3P1/8 w - - 16 40,True,40,1,12.814,12.814
3r4/8/2p2b2/p4rpk/P1P1R2p/1P2B2P/2K3PN/8 b - - 17 40,False,40,1,12.814,12.814
3r4/6b1/2p5/p4rpk/P1P1R2p/1P2B2P/2K3PN/8 w - - 18 41,True,41,1,12.814,12.814
3r4/6b1/2p5/p4rpk/P1P1R2p/1P2BN1P/2K3P1/8 b - - 19 41,False,41,1,12.814,12.814
3r4/8/2p2b2/p4rpk/P1P1R2p/1P2BN1P/2K3P1/8 w - - 20 42,True,42,1,12.814,12.814
3r4/8/2p2b2/p4rpk/P1P1R2p/1P3N1P/2KB2P1/8 b - - 21 42,False,42,1,12.814,12.814
5r2/8/2p2b2/p4rpk/P1P1R2p/1P3N1P/2KB2P1/8 w - - 22 43,True,43,1,12.814,12.814
5r2/8/2p1Rb2/p4rpk/P1P4p/1P3N1P/2KB2P1/8 b - - 23 43,False,43,1,12.814,12.814
5r2/8/2p1Rb2/p4r1k/P1P3pp/1P3N1P/2KB2P1/8 w - - 0 44,True,44,1,12.814,12.814
5r2/8/2p1Rb2/p4r1k/P1P3Pp/1P3N2/2KB2P1/8 b - - 0 44,False,44,1,12.814,12.814
5r2/8/2p1Rb2/p4r2/P1P3kp/1P3N2/2KB2P1/8 w - - 0 45,True,45,1,12.814,12.814
5r2/8/2p2b2/p4r2/P1P1R1kp/1P3N2/2KB2P1/8 b - - 1 45,False,45,1,12.814,12.814
5r2/8/2p2b2/p4r1k/P1P1R2p/1P3N2/2KB2P1/8 w - - 2 46,True,46,1,12.814,12.814
5r2/8/2p2b2/p4r1k/P1P1R2N/1P6/2KB2P1/8 b - - 0 46,False,46,1,12.814,12.814
5r2/8/2p2b2/p6k/P1P1R2N/1P6/2KB1rP1/8 w - - 1 47,True,47,1,12.814,12.814
5r2/8/2p2b2/p6k/P1P1R3/1P3N2/2KB1rP1/8 b - - 2 47,False,47,1,12.814,12.814
5r2/8/2p2bk1/p7/P1P1R3/1P3N2/2KB1rP1/8 w - - 3 48,True,48,1,12.814,12.814
5r2/8/2p2bk1/p7/P1P2R2/1P3N2/2KB1rP1/8 b - - 4 48,False,48,1,12.814,12.814
8/5r2/2p2bk1/p7/P1P2R2/1P3N2/2KB1rP1/8 w - - 5 49,True,49,1,12.814,12.814
8/5r2/2p2bk1/p7/P1P2RP1/1P3N2/2KB1r2/8 b - - 0 49,False,49,1,12.814,12.814
8/5rk1/2p2b2/p7/P1P2RP1/1P3N2/2KB1r2/8 w - - 1 50,True,50,1,12.814,12.814
8/5rk1/2p2b2/p7/P1PN1RP1/1P6/2KB1r2/8 b - - 2 50,False,50,1,12.814,12.814
8/5rk1/2p2b2/p7/P1PN1RP1/1P6/2KB2r1/8 w - - 3 51,True,51,1,12.814,12.814
8/5rk1/2p2b2/p7/P1PNR1P1/1P6/2KB2r1/8 b - - 4 51,False,51,1,12.814,12.814
8/5rk1/2p5/p7/P1PbR1P1/1P6/2KB2r1/8 w - - 0 52,True,52,1,12.814,12.814
