board,turn,move_num,result,material_balance_pawn,material_balance_knight,material_balance_bishop,material_balance_rook,material_balance_queen,mobility_pawn,mobility_knight,mobility_bishop,mobility_rook,mobility_queen,mobility_king
8/1p4k1/5b1p/6p1/2P5/1P2q1BP/5PPK/8 w - - 0 48,1,48,1,2,0,0,0,-9,2,0,-1,0,-20,-4
8/1p4k1/5b1p/6p1/2P5/1P2P1BP/6PK/8 b - - 0 48,0,48,1,-2,0,0,0,0,0,0,-1,0,0,4
8/1p4k1/7p/6p1/2P5/1P2P1BP/6PK/b7 w - - 1 49,1,49,1,2,0,0,0,0,0,0,3,0,0,-5
8/1pB3k1/7p/6p1/2P5/1P2P2P/6PK/b7 b - - 2 49,0,49,1,-2,0,0,0,0,-2,0,-3,0,0,4
8/1pB5/6kp/6p1/2P5/1P2P2P/6PK/b7 w - - 3 50,1,50,1,2,0,0,0,0,2,0,1,0,0,-3
8/1pB5/6kp/6p1/2P1P3/1P5P/6PK/b7 b - - 0 50,0,50,1,-2,0,0,0,0,-2,0,-1,0,0,2
8/1pB5/5k1p/6p1/2P1P3/1P5P/6PK/b7 w - - 1 51,1,51,1,2,0,0,0,0,2,0,4,0,0,-2
8/1pB5/5k1p/6p1/2P1P3/1P4KP/6P1/b7 b - - 2 51,0,51,1,-2,0,0,0,0,0,0,-3,0,0,1
8/1pB5/6kp/6p1/2P1P3/1P4KP/6P1/b7 w - - 3 52,1,52,1,2,0,0,0,0,0,0,0,0,0,-1
8/1p6/3B2kp/6p1/2P1P3/1P4KP/6P1/b7 b - - 4 52,0,52,1,-2,0,0,0,0,0,0,-2,0,0,1
8/1p6/3B2kp/6p1/2P1P3/1P4KP/1b4P1/8 w - - 5 53,1,53,1,2,0,0,0,0,0,0,0,0,0,-1
8/1p6/3B2kp/6p1/2P1P1K1/1P5P/1b4P1/8 b - - 6 53,0,53,1,-2,0,0,0,0,-2,0,-2,0,0,2
8/1p6/3B1k1p/6p1/2P1P1K1/1P5P/1b4P1/8 w - - 7 54,1,54,1,2,0,0,0,0,2,0,5,0,0,-1
8/1p6/5k1p/6p1/2P1P1K1/1P5P/1b4PB/8 b - - 8 54,0,54,1,-2,0,0,0,0,-2,0,-1,0,0,2
8/1p6/6kp/6p1/2P1P1K1/1P5P/1b4PB/8 w - - 9 55,1,55,1,2,0,0,0,0,2,0,-2,0,0,-2
8/1p6/6kp/6p1/2P1P3/1P3K1P/1b4PB/8 b - - 10 55,0,55,1,-2,0,0,0,0,-2,0,2,0,0,0
8/1p6/6kp/6p1/2P1P3/bP3K1P/6PB/8 w - - 11 56,1,56,1,2,0,0,0,0,2,0,0,0,0,0
8/1p6/6kp/4B1p1/2P1P3/bP3K1P/6P1/8 b - - 12 56,0,56,1,-2,0,0,0,0,-1,0,-6,0,0,-2
8/1p6/6kp/4B1p1/2P1P3/1P3K1P/6P1/2b5 w - - 13 57,1,57,1,2,0,0,0,0,1,0,8,0,0,1
8/1p6/6kp/4B1p1/2P1P1P1/1P3K1P/8/2b5 b - - 0 57,0,57,1,-2,0,0,0,0,0,0,-8,0,0,-2
8/1p6/6kp/4B1p1/2P1P1P1/bP3K1P/8/8 w - - 1 58,1,58,1,2,0,0,0,0,0,0,6,0,0,3
8/1p6/6kp/4B1p1/2P1P1P1/bP5P/4K3/8 b - - 2 58,0,58,1,-2,0,0,0,0,0,0,-6,0,0,-6
8/1p2b3/6kp/4B1p1/2P1P1P1/1P5P/4K3/8 w - - 3 59,1,59,1,2,0,0,0,0,0,0,6,0,0,6
8/1p2b3/6kp/6p1/2PBP1P1/1P5P/4K3/8 b - - 4 59,0,59,1,-2,0,0,0,0,-1,0,-6,0,0,-6
8/1p6/6kp/6p1/1bPBP1P1/1P5P/4K3/8 w - - 5 60,1,60,1,2,0,0,0,0,0,0,4,0,0,4
8/1p6/6kp/4P1p1/1bPB2P1/1P5P/4K3/8 b - - 0 60,0,60,1,-2,0,0,0,0,0,0,0,0,0,-3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,1,2,0,0,0,0,0,1,-1,-5,0,-4,-1
rnbqkbnr/ppp1pppp/8/3p4/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,1,2,0,0,0,0,0,0,0,0,0,0,2,0
rnbqkbnr/ppp1pppp/8/3p4/2P5/4P3/PP1P1PPP/RNBQKBNR b KQkq - 0 2,0,2,2,0,0,0,0,0,1,0,3,0,-5,0
rnbqkbnr/pp2pppp/2p5/3p4/2P5/4P3/PP1P1PPP/RNBQKBNR w KQkq - 0 3,1,3,0,0,0,0,0,0,0,1,-3,0,2,0
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,0,3,2,0,0,0,0,0,1,-2,2,0,-4,-1
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 1 4,1,4,0,0,0,0,0,0,1,-1,-2,-1,4,1
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/1Q2P3/PP3PPP/RNB1KBNR b KQkq - 2 4,0,4,2,0,0,0,0,0,1,1,2,1,-5,-2
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/1Q2P3/PP3PPP/RNB1KBNR w KQkq - 0 5,1,5,0,0,0,0,0,0,0,-1,-3,-1,4,1
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/1Q2P3/PP2BPPP/RNB1K1NR b KQkq - 1 5,0,5,2,0,0,0,0,0,0,2,-1,1,-4,-1
rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP4/1Q2P3/PP2BPPP/RNB1K1NR w KQkq - 0 6,1,6,0,0,0,0,0,0,1,-3,1,-2,4,1
rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP4/PQ2P3/1P2BPPP/RNB1K1NR b KQkq - 0 6,0,6,2,0,0,0,0,0,0,4,-1,1,-4,-1
rnbqkb1r/pp3pp1/2p1pn1p/8/2pP4/PQ2P3/1P2BPPP/RNB1K1NR w KQkq - 0 7,1,7,0,-1,0,0,0,0,-2,-5,2,-1,3,1
rnbqkb1r/pp3pp1/2p1pn1p/8/2pP4/P3P3/1PQ1BPPP/RNB1K1NR b KQkq - 1 7,0,7,2,1,0,0,0,0,-1,5,-2,1,-3,-1
rnbqkb1r/p4pp1/2p1pn1p/1p6/2pP4/P3P3/1PQ1BPPP/RNB1K1NR w KQkq - 0 8,1,8,0,-1,0,0,0,0,2,-5,0,-1,3,1
rnbqkb1r/p4pp1/2p1pn1p/1p6/2pP4/P3PN2/1PQ1BPPP/RNB1K2R b KQkq - 1 8,0,8,2,1,0,0,0,0,0,2,3,-1,-3,-2
rn1qkb1r/pb3pp1/2p1pn1p/1p6/2pP4/P3PN2/1PQ1BPPP/RNB1K2R w KQkq - 2 9,1,9,0,-1,0,0,0,0,0,-2,-2,1,2,2
rn1qkb1r/pb3pp1/2p1pn1p/1p6/2pP4/P3PN2/1PQ1BPPP/RNB2RK1 b kq - 3 9,0,9,2,1,0,0,0,0,0,2,3,-1,-2,1
r2qkb1r/pb1n1pp1/2p1pn1p/1p6/2pP4/P3PN2/1PQ1BPPP/RNB2RK1 w kq - 4 10,1,10,0,-1,0,0,0,0,0,-3,-3,-1,5,0
r2qkb1r/pb1n1pp1/2p1pn1p/1p6/2pP4/P3PN2/1PQNBPPP/R1B2RK1 b kq - 5 10,0,10,2,1,0,0,0,0,0,2,4,0,-5,0
r2qkb1r/1b1n1pp1/2p1pn1p/pp6/2pP4/P3PN2/1PQNBPPP/R1B2RK1 w kq - 0 11,1,11,0,-1,0,0,0,0,1,-2,-4,-2,6,0
r2qkb1r/1b1n1pp1/2p1pn1p/pp6/P1pP4/4PN2/1PQNBPPP/R1B2RK1 b kq - 0 11,0,11,2,1,0,0,0,0,-1,2,4,1,-5,0
r2qk2r/1b1n1pp1/2p1pn1p/pp6/PbpP4/4PN2/1PQNBPPP/R1B2RK1 w kq - 1 12,1,12,0,-1,0,0,0,0,1,-3,-6,-2,5,-2
r2qk2r/1b1n1pp1/2p1pn1p/pp2N3/PbpP4/4P3/1PQNBPPP/R1B2RK1 b kq - 2 12,0,12,2,1,0,0,0,0,-4,-2,3,2,-5,2
r3k2r/1bqn1pp1/2p1pn1p/pp2N3/PbpP4/4P3/1PQNBPPP/R1B2RK1 w kq - 3 13,1,13,0,-1,0,0,0,0,4,2,-3,-3,4,-4
r3k2r/1bqn1pp1/2p1pn1p/pp2N3/PbpP4/4PN2/1PQ1BPPP/R1B2RK1 b kq - 4 13,0,13,2,1,0,0,0,0,-2,0,6,3,-5,4
3rk2r/1bqn1pp1/2p1pn1p/pp2N3/PbpP4/4PN2/1PQ1BPPP/R1B2RK1 w k - 5 14,1,14,0,-1,0,0,0,0,2,0,-7,-1,6,-2
3rk2r/1bqn1pp1/2p1pn1p/pp2N3/PbpP4/4PN2/1PQBBPPP/R4RK1 b k - 6 14,0,14,2,1,0,0,0,0,-2,1,3,-4,-6,2
3r1rk1/1bqn1pp1/2p1pn1p/pp2N3/PbpP4/4PN2/1PQBBPPP/R4RK1 w - - 7 15,1,15,0,-1,0,0,0,0,2,0,-2,5,6,0
3r1rk1/1bqn1pp1/2p1pn1p/pp2N3/PbpP4/4PN2/1PQBBPPP/R2R2K1 b - - 8 15,0,15,2,1,0,0,0,0,-2,0,2,-3,-5,-1
3r1rk1/1bq2pp1/2p1pn1p/pp2n3/PbpP4/4PN2/1PQBBPPP/R2R2K1 w - - 0 16,1,16,0,-1,-3,0,0,0,3,-8,-2,-1,4,1
3r1rk1/1bq2pp1/2p1pn1p/pp2N3/PbpP4/4P3/1PQBBPPP/R2R2K1 b - - 0 16,0,16,2,1,0,0,0,0,-4,-1,-1,1,-3,-1
b2r1rk1/2q2pp1/2p1pn1p/pp2N3/PbpP4/4P3/1PQBBPPP/R2R2K1 w - - 1 17,1,17,0,-1,0,0,0,0,4,1,3,0,1,1
b2r1rk1/2q2pp1/2p1pn1p/pp2N3/PbpP4/1P2P3/2QBBPPP/R2R2K1 b - - 0 17,0,17,2,1,0,0,0,0,-3,-1,-3,0,-2,-1
b2r1rk1/2q2pp1/2p1pn1p/pp2N3/Pb1P4/1p2P3/2QBBPPP/R2R2K1 w - - 0 18,1,18,0,-2,0,0,0,0,2,1,4,0,5,1
b2r1rk1/2q2pp1/2p1pn1p/pp2N3/Pb1P4/1p2P3/1Q1BBPPP/R2R2K1 b - - 1 18,0,18,2,2,0,0,0,0,-4,-1,-4,0,2,0
b2r1rk1/4qpp1/2p1pn1p/pp2N3/Pb1P4/1p2P3/1Q1BBPPP/R2R2K1 w - - 2 19,1,19,0,-2,0,0,0,0,4,1,5,0,0,0
b2r1rk1/4qpp1/2p1pn1p/pp2N3/Pb1P4/1Q2P3/3BBPPP/R2R2K1 b - - 0 19,0,19,2,1,0,0,0,0,-4,-1,-5,0,-4,0
b2r1rk1/4qpp1/2p1p2p/pp2N3/Pb1Pn3/1Q2P3/3BBPPP/R2R2K1 w - - 1 20,1,20,0,-1,0,0,0,0,1,0,5,0,1,0
b2r1rk1/4qpp1/2p1p2p/pp2N3/PB1Pn3/1Q2P3/4BPPP/R2R2K1 b - - 0 20,0,20,2,1,0,-3,0,0,0,0,-14,-2,1,0
b2r1rk1/5pp1/2p1p2p/pp2N3/Pq1Pn3/1Q2P3/4BPPP/R2R2K1 w - - 0 21,1,21,0,-1,0,0,0,0,1,0,6,2,0,0
b2r1rk1/5pp1/2p1p2p/pp2N3/Pq1Pn3/4P3/2Q1BPPP/R2R2K1 b - - 1 21,0,21,2,1,0,0,0,0,-1,0,-6,-2,1,0
b2r1rk1/5pp1/2p1p2p/pp2N3/Pq1P4/2n1P3/2Q1BPPP/R2R2K1 w - - 2 22,1,22,0,-1,0,0,0,0,2,1,6,2,2,1
b2r1rk1/5pp1/2p1p2p/pp6/Pq1P4/2nNP3/2Q1BPPP/R2R2K1 b - - 3 22,0,22,2,1,0,0,0,0,-1,0,-3,-1,3,0
b2r1rk1/5pp1/2p1p2p/pp6/Pq1P4/3NP3/2Q1nPPP/R2R2K1 w - - 0 23,1,23,0,-1,0,-3,0,0,-8,-6,-1,-8,-12,0
b2r1rk1/5pp1/2p1p2p/pp6/Pq1P4/3NP3/4QPPP/R2R2K1 b - - 0 23,0,23,2,1,-3,3,0,0,-1,-7,1,-1,4,0
b2r1rk1/4qpp1/2p1p2p/pp6/P2P4/3NP3/4QPPP/R2R2K1 w - - 1 24,1,24,0,-1,3,-3,0,0,0,7,-1,1,-3,0
b2r1rk1/4qpp1/2p1p2p/pp6/P2P4/3NP3/4QPPP/2RR2K1 b - - 2 24,0,24,2,1,-3,3,0,0,0,-6,1,-2,3,0
b2r1rk1/4qpp1/2p1p2p/p7/Pp1P4/3NP3/4QPPP/2RR2K1 w - - 0 25,1,25,0,-1,3,-3,0,0,0,6,-1,2,-1,0
b2r1rk1/4qpp1/2p1p2p/p7/Pp1P4/3NP3/3RQPPP/2R3K1 b - - 1 25,0,25,2,1,-3,3,0,0,0,-6,1,-6,4,0
b2r1rk1/4qpp1/4p2p/p1p5/Pp1P4/3NP3/3RQPPP/2R3K1 w - - 0 26,1,26,0,-1,3,-3,0,0,0,6,-6,5,-3,0
b2r1rk1/4qpp1/4p2p/p1R5/Pp1P4/3NP3/3RQPPP/6K1 b - - 0 26,0,26,2,0,-3,3,0,0,-1,-6,6,-10,4,0
b2r1rk1/4qpp1/4p2p/p1R5/P2P4/1p1NP3/3RQPPP/6K1 w - - 0 27,1,27,0,0,3,-3,0,0,1,6,-6,10,-4,0
b2r1rk1/4qpp1/4p2p/p1R5/P2P4/1p1NP3/1R2QPPP/6K1 b - - 1 27,0,27,2,0,-3,3,0,0,-2,-5,6,-11,2,0
3r1rk1/4qpp1/4p2p/p1Rb4/P2P4/1p1NP3/1R2QPPP/6K1 w - - 2 28,1,28,0,0,3,-3,0,0,1,5,-7,8,-2,0
3r1rk1/4qpp1/4p2p/p1Rb4/P2P4/1p1NP3/4QPPP/1R4K1 b - - 3 28,0,28,2,0,-3,3,0,0,0,-6,7,-10,0,0
2r2rk1/4qpp1/4p2p/p1Rb4/P2P4/1p1NP3/4QPPP/1R4K1 w - - 4 29,1,29,0,0,3,-3,0,0,0,6,-7,8,-1,0
2r2rk1/4qpp1/4p2p/p1Rb4/P2P4/1p1NP2P/4QPP1/1R4K1 b - - 0 29,0,29,2,0,-3,3,0,0,1,-6,7,-8,1,-1
5rk1/4qpp1/4p2p/p1rb4/P2P4/1p1NP2P/4QPP1/1R4K1 w - - 0 30,1,30,0,0,3,-3,-5,0,0,7,-7,-6,0,1
5rk1/4qpp1/4p2p/p1Nb4/P2P4/1p2P2P/4QPP1/1R4K1 b - - 0 30,0,30,2,0,-3,3,0,0,1,-7,7,-2,-3,-1
5rk1/5pp1/3qp2p/p1Nb4/P2P4/1p2P2P/4QPP1/1R4K1 w - - 1 31,1,31,0,0,3,-3,0,0,-1,7,-7,2,1,0
5rk1/5pp1/3qp2p/p1Nb4/P2PP3/1p5P/4QPP1/1R4K1 b - - 0 31,0,31,2,0,-3,3,0,0,0,-6,5,-2,-2,0
b4rk1/5pp1/3qp2p/p1N5/P2PP3/1p5P/4QPP1/1R4K1 w - - 1 32,1,32,0,0,3,-3,0,0,0,6,-4,3,0,0
b4rk1/5pp1/3qp2p/p1N5/P2PP3/1p1Q3P/5PP1/1R4K1 b - - 2 32,0,32,2,0,-3,3,0,0,0,-5,4,-3,2,0
br4k1/5pp1/3qp2p/p1N5/P2PP3/1p1Q3P/5PP1/1R4K1 w - - 3 33,1,33,0,0,3,-3,0,0,0,5,-4,-1,-2,-1
br4k1/5pp1/3qp2p/p1N5/P2PP3/1p2Q2P/5PP1/1R4K1 b - - 4 33,0,33,2,0,-3,3,0,0,0,-6,4,1,3,1
br4k1/5pp1/3qp2p/p1N5/P2PP3/4Q2P/1p3PP1/1R4K1 w - - 0 34,1,34,0,0,3,-3,0,0,1,6,-4,-3,-2,-1
br4k1/5pp1/3qp2p/p1N5/P2PP2P/4Q3/1p3PP1/1R4K1 b - - 0 34,0,34,2,0,-3,3,0,0,-1,-6,4,3,1,1
b5k1/5pp1/3qp2p/p1N5/Pr1PP2P/4Q3/1p3PP1/1R4K1 w - - 1 35,1,35,0,0,3,-3,0,0,1,6,-4,-2,-2,-1
b5k1/5pp1/3qp2p/p1N5/Pr1PP2P/8/1p1Q1PP1/1R4K1 b - - 2 35,0,35,2,0,-3,3,0,0,-1,-6,4,2,3,1
b5k1/6p1/3qp2p/p1N2p2/Pr1PP2P/8/1p1Q1PP1/1R4K1 w - - 0 36,1,36,0,0,3,-3,0,0,2,6,-4,-2,-3,-2
b5k1/6p1/3qp2p/p1N2p1P/Pr1PP3/8/1p1Q1PP1/1R4K1 b - - 0 36,0,36,2,0,-3,3,0,0,-2,-6,4,2,3,2
6k1/6p1/2bqp2p/p1N2p1P/Pr1PP3/8/1p1Q1PP1/1R4K1 w - - 1 37,1,37,0,0,3,-3,0,0,2,6,-8,-2,0,-2
6k1/6p1/2bqp2p/p1N2p1P/Pr1PP3/8/1pQ2PP1/1R4K1 b - - 2 37,0,37,2,0,-3,3,0,0,-2,-6,8,2,4,2
6k1/6p1/2b1p2p/p1N2p1P/Pr1qP3/8/1pQ2PP1/1R4K1 w - - 0 38,1,38,0,-1,3,-3,0,0,-1,6,-8,-1,-6,-1
6k1/6p1/2b1p2p/p1N2P1P/Pr1q4/8/1pQ2PP1/1R4K1 b - - 0 38,0,38,2,0,-3,3,0,0,0,-7,10,1,8,1
6k1/6p1/2b1p2p/p1N2P1P/P1rq4/8/1pQ2PP1/1R4K1 w - - 1 39,1,39,0,0,3,-3,0,0,0,7,-10,1,-7,-1
6k1/6p1/2b1p2p/p1N2P1P/P1rq4/8/1Q3PP1/1R4K1 b - - 0 39,0,39,2,-1,-3,3,0,0,0,-7,10,1,3,1
6k1/6p1/2b1p2p/p1q2P1P/P1r5/8/1Q3PP1/1R4K1 w - - 0 40,1,40,0,1,0,-3,0,0,0,0,-10,-5,4,-1
6k1/6p1/2b1p2p/p1q2P1P/P1r5/8/1Q3PP1/3R2K1 b - - 1 40,0,40,2,-1,0,3,0,0,0,0,10,-2,-5,1
8/6pk/2b1p2p/p1q2P1P/P1r5/8/1Q3PP1/3R2K1 w - - 2 41,1,41,0,1,0,-3,0,0,0,0,-10,2,5,1
8/6pk/2b1pP1p/p1q4P/P1r5/8/1Q3PP1/3R2K1 b - - 0 41,0,41,2,-1,0,3,0,0,0,0,10,-2,-1,-1
8/6pk/2b1pP1p/p1q4P/P7/8/1Qr2PP1/3R2K1 w - - 1 42,1,42,0,1,0,-3,0,0,0,0,-10,5,-3,1
8/6pk/2b1pP1p/p1q4P/P2R4/8/1Qr2PP1/6K1 b - - 2 42,0,42,2,-1,0,3,0,0,-2,0,10,-6,3,-1
8/6pk/2b1pP1p/p1q4P/P2R4/8/1r3PP1/6K1 w - - 0 43,1,43,0,1,0,-3,0,-9,2,0,-10,1,-18,1
8/6Pk/2b1p2p/p1q4P/P2R4/8/1r3PP1/6K1 b - - 0 43,0,43,2,-2,0,3,0,9,-7,0,10,-1,18,-1
8/6Pk/2b1p2p/p1q4P/P2R4/8/5PP1/1r4K1 w - - 1 44,1,44,0,2,0,-3,0,-9,-1,0,-10,-12,-18,-1
8/6Pk/2b1p2p/p1q4P/P7/8/5PP1/1r1R2K1 b - - 2 44,0,44,2,-2,0,3,0,9,-5,0,10,6,20,-1
8/6Pk/2b1p2p/p1q4P/P7/8/5PP1/3r2K1 w - - 0 45,1,45,0,2,0,-3,-5,-9,-1,0,-10,-13,-20,-1
8/6Pk/2b1p2p/p1q4P/P7/8/5PPK/3r4 b - - 1 45,0,45,2,-2,0,3,5,9,-7,0,10,14,20,0
8/6Pk/2b1p2p/p6q/P7/8/5PPK/3r4 w - - 0 46,1,46,0,1,0,-3,-5,-9,-1,0,-10,-14,-15,-2
8/6Pk/2b1p2p/p6q/P7/6K1/5PP1/3r4 b - - 1 46,0,46,2,-1,0,3,5,9,-5,0,10,14,16,2
8/6Pk/2b1p2p/p5q1/P7/6K1/5PP1/3r4 w - - 2 47,1,47,0,1,0,-3,-5,-9,-2,0,-10,-14,-18,-1
8/6Pk/2b1p2p/p5q1/P7/7K/5PP1/3r4 b - - 3 47,0,47,2,-1,0,3,5,9,-6,0,10,14,19,2
8/6Pk/2b1p2p/p7/P7/7K/5Pq1/3r4 w - - 0 48,1,48,0,0,0,-3,-5,-9,-2,0,-9,-14,-14,-2
8/6Pk/2b1p2p/p7/P6K/8/5Pq1/3r4 b - - 1 48,0,48,2,0,0,3,5,9,-4,0,9,14,14,2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,2,0,0,0,0,0,1,-1,-5,0,-2,-1
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,0,0,0,0,0,0,0,1,5,0,-1,1
rnbqkbnr/pp1ppppp/8/2p5/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,2,0,0,0,0,0,1,-2,-6,0,-3,-2
rnbqkbnr/pp1p1ppp/4p3/2p5/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,0,0,0,0,0,0,0,1,4,0,-1,1
rnbqkbnr/pp1p1ppp/4p3/2p5/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,0,3,2,0,0,0,0,0,1,-1,-1,0,-2,-1
rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 1 4,0,4,2,0,0,0,0,0,0,-3,0,-1,0,0
rnbqkbnr/pp3ppp/4p3/2p5/2pP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,1,5,0,-1,0,0,0,0,1,3,1,1,-2,0
rnbqkbnr/pp3ppp/4p3/2p5/2pP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 1 5,0,5,2,1,0,0,0,0,1,-5,-1,-2,5,0
rnbqkb1r/pp3ppp/4pn2/2p5/2pP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 2 6,1,6,0,-1,0,0,0,0,1,2,1,1,-2,0
rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/2N1PN2/PP3PPP/R1BQK2R b KQkq - 0 6,0,6,2,0,0,0,0,0,-1,-2,-6,-2,2,-2
rnbqk2r/pp2bppp/4pn2/2p5/2BP4/2N1PN2/PP3PPP/R1BQK2R w KQkq - 1 7,1,7,0,0,0,0,0,0,1,2,6,1,-1,1
rnbqk2r/pp2bppp/4pn2/2p5/2BP4/2N1PN2/PP2QPPP/R1B1K2R b KQkq - 2 7,0,7,2,0,0,0,0,0,-1,-2,-4,-1,2,-1
rnbq1rk1/pp2bppp/4pn2/2p5/2BP4/2N1PN2/PP2QPPP/R1B1K2R w KQ - 3 8,1,8,0,0,0,0,0,0,1,2,5,2,-3,3
rnbq1rk1/pp2bppp/4pn2/2P5/2B5/2N1PN2/PP2QPPP/R1B1K2R b KQ - 0 8,0,8,2,-1,0,0,0,0,-1,-3,-4,-2,6,-1
r1bq1rk1/pp2bppp/n3pn2/2P5/2B5/2N1PN2/PP2QPPP/R1B1K2R w KQ - 1 9,1,9,0,1,0,0,0,0,3,2,4,1,-6,1
r1bq1rk1/pp2bppp/n3pn2/2P5/2B5/2N1PN2/PP2QPPP/R1B2RK1 b - - 2 9,0,9,2,-1,0,0,0,0,-3,-2,-4,-1,6,0
r1bq1rk1/pp2bpp1/n3pn1p/2P5/2B5/2N1PN2/PP2QPPP/R1B2RK1 w - - 0 10,1,10,0,1,0,0,0,0,4,1,4,1,-6,-1
r1bq1rk1/pp2bpp1/n3pn1p/2P5/2B5/2N1PN2/PP2QPPP/R1BR2K1 b - - 1 10,0,10,2,-1,0,0,0,0,-4,0,-4,-8,6,0
r2q1rk1/pp1bbpp1/n3pn1p/2P5/2B5/2N1PN2/PP2QPPP/R1BR2K1 w - - 2 11,1,11,0,1,0,0,0,0,4,1,0,6,-1,0
r2q1rk1/pp1bbpp1/B3pn1p/2P5/8/2N1PN2/PP2QPPP/R1BR2K1 b - - 0 11,0,11,2,-1,-3,0,0,0,-3,-5,2,-6,-1,0
r2q1rk1/p2bbpp1/p3pn1p/2P5/8/2N1PN2/PP2QPPP/R1BR2K1 w - - 0 12,1,12,0,1,3,-3,0,0,5,5,-6,6,2,0
r2q1rk1/p2bbpp1/p3pn1p/2P5/1P6/2N1PN2/P3QPPP/R1BR2K1 b - - 0 12,0,12,2,-1,-3,3,0,0,-4,-5,4,-6,-3,0
r1q2rk1/p2bbpp1/p3pn1p/2P5/1P6/2N1PN2/P3QPPP/R1BR2K1 w - - 1 13,1,13,0,1,3,-3,0,0,4,5,-4,6,2,0
r1q2rk1/p2bbpp1/p3pn1p/2P5/1P6/2N1PN2/PB2QPPP/R2R2K1 b - - 2 13,0,13,2,-1,-3,3,0,0,-4,-5,5,-9,-1,0
r4rk1/pq1bbpp1/p3pn1p/2P5/1P6/2N1PN2/PB2QPPP/R2R2K1 w - - 3 14,1,14,0,1,3,-3,0,0,4,5,-6,4,-2,0
r4rk1/pq1bbpp1/p3pn1p/2P5/1P6/P1N1PN2/1B2QPPP/R2R2K1 b - - 0 14,0,14,2,-1,-3,3,0,0,-3,-6,7,-5,2,0
r4rk1/pq1bbpp1/4pn1p/p1P5/1P6/P1N1PN2/1B2QPPP/R2R2K1 w - - 0 15,1,15,0,1,3,-3,0,0,2,6,-7,5,-3,0
r4rk1/pq1bbpp1/4pn1p/p1P5/1P1N4/P1N1P3/1B2QPPP/R2R2K1 b - - 1 15,0,15,2,-1,-3,3,0,0,-4,-7,7,-1,1,0
r4rk1/1q1bbpp1/p3pn1p/p1P5/1P1N4/P1N1P3/1B2QPPP/R2R2K1 w - - 0 16,1,16,0,1,3,-3,0,0,5,7,-7,0,-1,0
r4rk1/1q1bbpp1/p3pn1p/p1P5/1P1N4/P1N1PQ2/1B3PPP/R2R2K1 b - - 1 16,0,16,2,-1,-3,3,0,0,-3,-8,7,0,-1,0
r4rk1/2qbbpp1/p3pn1p/p1P5/1P1N4/P1N1PQ2/1B3PPP/R2R2K1 w - - 2 17,1,17,0,1,3,-3,0,0,3,8,-7,0,0,0
r4rk1/2qbbpp1/p1P1pn1p/p7/1P1N4/P1N1PQ2/1B3PPP/R2R2K1 b - - 0 17,0,17,2,-1,-3,3,0,0,-3,-7,6,0,2,0
r4rk1/2qbbpp1/p1P1pn1p/8/1p1N4/P1N1PQ2/1B3PPP/R2R2K1 w - - 0 18,1,18,0,0,3,-3,0,0,0,7,-5,0,-3,0
r4rk1/2qbbpp1/p1P1pn1p/8/Np1N4/P3PQ2/1B3PPP/R2R2K1 b - - 1 18,0,18,2,0,-3,3,0,0,0,-3,4,0,3,0
r4rk1/2qbbpp1/p1P1pn1p/8/N2N4/p3PQ2/1B3PPP/R2R2K1 w - - 0 19,1,19,0,-1,3,-3,0,0,-1,3,-4,1,-3,0
