board,turn,move_num,result
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,0,4,2
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,1,5,0
rnbqkb1r/pp3ppp/2p1pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,0,5,2
rnb1kb1r/pp3ppp/2p1pn2/q2p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 4 6,1,6,0
rnb1kb1r/pp3ppp/2p1pB2/q2p4/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6,0,6,2
rnb1kb1r/pp3ppp/2p1pB2/q7/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,1,7,0
rnb1kb1r/pp3ppp/2p1p3/q7/2pP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 7,0,7,2
rnb1kb1r/pp3pp1/2p1p2p/q7/2pP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 8,1,8,0
rnb1kb1r/pp3pp1/2p1p2p/q7/2pP3B/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 8,0,8,2
rnb1k2r/pp3pp1/2p1p2p/q7/1bpP3B/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 9,1,9,0
rnb1k2r/pp3pp1/2p1p2p/q7/1bpP3B/2N1P3/PP1N1PPP/R2QKB1R b KQkq - 2 9,0,9,2
r1b1k2r/pp1n1pp1/2p1p2p/q7/1bpP3B/2N1P3/PP1N1PPP/R2QKB1R w KQkq - 3 10,1,10,0
r1b1k2r/pp1n1pp1/2p1p2p/q7/1bpP3B/2N1P3/PP1N1PPP/2RQKB1R b Kkq - 4 10,0,10,2
r1b1k2r/p2n1pp1/2p1p2p/qp6/1bpP3B/2N1P3/PP1N1PPP/2RQKB1R w Kkq - 0 11,1,11,0
r1b1k2r/p2n1pp1/2p1p2p/qp6/1bpP3B/P1N1P3/1P1N1PPP/2RQKB1R b Kkq - 0 11,0,11,2
r1b1k2r/p2n1pp1/2pbp2p/qp6/2pP3B/P1N1P3/1P1N1PPP/2RQKB1R w Kkq - 1 12,1,12,0
r1b1k2r/p2n1pp1/2pbp2p/qp6/2pP4/P1N1P1B1/1P1N1PPP/2RQKB1R b Kkq - 2 12,0,12,2
r1b1k2r/p2n1pp1/2p1p2p/qp6/2pP4/P1N1P1b1/1P1N1PPP/2RQKB1R w Kkq - 0 13,1,13,0
r1b1k2r/p2n1pp1/2p1p2p/qp6/2pP4/P1N1P1P1/1P1N1PP1/2RQKB1R b Kkq - 0 13,0,13,2
r1b1k2r/p2n1pp1/4p2p/qpp5/2pP4/P1N1P1P1/1P1N1PP1/2RQKB1R w Kkq - 0 14,1,14,0
r1b1k2r/p2n1pp1/4p2p/qpp5/2pP3R/P1N1P1P1/1P1N1PP1/2RQKB2 b kq - 1 14,0,14,2
r1b1k2r/p2n1p2/4p2p/qpp3p1/2pP3R/P1N1P1P1/1P1N1PP1/2RQKB2 w kq - 0 15,1,15,0
r1b1k2r/p2n1p2/4p2p/qpp3p1/2pP4/P1N1P1P1/1P1N1PPR/2RQKB2 b kq - 1 15,0,15,2
r3k2r/p2n1p2/b3p2p/qpp3p1/2pP4/P1N1P1P1/1P1N1PPR/2RQKB2 w kq - 2 16,1,16,0
r3k2r/p2n1p2/b3p2p/qpp3p1/2pP4/P1N1PQP1/1P1N1PPR/2R1KB2 b kq - 3 16,0,16,2
1r2k2r/p2n1p2/b3p2p/qpp3p1/2pP4/P1N1PQP1/1P1N1PPR/2R1KB2 w k - 4 17,1,17,0
1r2k2r/p2n1p2/b3p2p/qpp3pR/2pP4/P1N1PQP1/1P1N1PP1/2R1KB2 b k - 5 17,0,17,2
1r2k2r/pb1n1p2/4p2p/qpp3pR/2pP4/P1N1PQP1/1P1N1PP1/2R1KB2 w k - 6 18,1,18,0
1r2k2r/pb1n1p2/4p2p/qppP2pR/2p5/P1N1PQP1/1P1N1PP1/2R1KB2 b k - 0 18,0,18,2
1r2k2r/pb1n4/4p2p/qppP1ppR/2p5/P1N1PQP1/1P1N1PP1/2R1KB2 w k - 0 19,1,19,0
1r2k2r/pb1n4/4p2p/qppP1pp1/2p5/P1N1PQP1/1P1N1PP1/2R1KB1R b k - 1 19,0,19,2
1r2k2r/p2n4/4p2p/qppb1pp1/2p5/P1N1PQP1/1P1N1PP1/2R1KB1R w k - 0 20,1,20,0
1r2k2r/p2n4/4p2p/qppN1pp1/2p5/P3PQP1/1P1N1PP1/2R1KB1R b k - 0 20,0,20,2
1r2k2r/p7/4p2p/qppNnpp1/2p5/P3PQP1/1P1N1PP1/2R1KB1R w k - 1 21,1,21,0
1r2k2r/p7/4p2p/qppNnppQ/2p5/P3P1P1/1P1N1PP1/2R1KB1R b k - 2 21,0,21,2
1r3k1r/p7/4p2p/qppNnppQ/2p5/P3P1P1/1P1N1PP1/2R1KB1R w - - 3 22,1,22,0
1r3k1r/p7/4p2p/qpp1nppQ/2p2N2/P3P1P1/1P1N1PP1/2R1KB1R b - - 4 22,0,22,2
1r3k1r/p7/4p2p/qpp1np1Q/2p2p2/P3P1P1/1P1N1PP1/2R1KB1R w - - 0 23,1,23,0
1r3k1r/p7/4p2p/qpp1np1Q/2p2P2/P5P1/1P1N1PP1/2R1KB1R b - - 0 23,0,23,2
1r3k1r/p7/4p2p/qpp2p1Q/2p2Pn1/P5P1/1P1N1PP1/2R1KB1R w - - 1 24,1,24,0
1r3k1r/p7/4p2p/qpp2p1Q/2p2Pn1/P5P1/1PRN1PP1/4KB1R b - - 2 24,0,24,2
1r3k1r/p7/4p2p/1pp2p1Q/q1p2Pn1/P5P1/1PRN1PP1/4KB1R w - - 3 25,1,25,0
1r3k1r/p7/4p2p/1pp2p1Q/q1p2Pn1/P1R3P1/1P1N1PP1/4KB1R b - - 4 25,0,25,2
3r1k1r/p7/4p2p/1pp2p1Q/q1p2Pn1/P1R3P1/1P1N1PP1/4KB1R w - - 5 26,1,26,0
3r1k1r/p7/4p2p/1pp2p1Q/q1p2Pn1/P1R2PP1/1P1N2P1/4KB1R b - - 0 26,0,26,2
5k1r/p7/4p2p/1pp2p1Q/q1p2Pn1/P1R2PP1/1P1r2P1/4KB1R w - - 0 27,1,27,0
5k1r/p7/4p2p/1pp2p1Q/q1B2Pn1/P1R2PP1/1P1r2P1/4K2R b - - 0 27,0,27,2
5k1r/p7/4p2p/1pp2p1Q/2B2Pn1/P1R2PP1/1P1r2P1/3qK2R w - - 1 28,1,28,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,1,0
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,1,2,2
rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,0
rnbqkbnr/pp2pppp/2pp4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,2
rnbqkbnr/pp2pppp/2pp4/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,0,3,0
rnb1kbnr/ppq1pppp/2pp4/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4,1,4,2
rnb1kbnr/ppq1pppp/2pp4/8/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 3 4,0,4,0
r1b1kbnr/ppqnpppp/2pp4/8/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 4 5,1,5,2
r1b1kbnr/ppqnpppp/2pp4/8/2BPP3/5N2/PPP1QPPP/RNB1K2R b KQkq - 5 5,0,5,0
r1b1kbnr/ppqn1ppp/2ppp3/8/2BPP3/5N2/PPP1QPPP/RNB1K2R w KQkq - 0 6,1,6,2
r1b1kbnr/ppqn1ppp/2ppp3/8/2BPP3/2N2N2/PPP1QPPP/R1B1K2R b KQkq - 1 6,0,6,0
r1b1kb1r/ppqn1ppp/2pppn2/8/2BPP3/2N2N2/PPP1QPPP/R1B1K2R w KQkq - 2 7,1,7,2
r1b1kb1r/ppqn1ppp/2pppn2/4P3/2BP4/2N2N2/PPP1QPPP/R1B1K2R b KQkq - 0 7,0,7,0
r1b1kb1r/ppqn1ppp/2p1pn2/4p3/2BP4/2N2N2/PPP1QPPP/R1B1K2R w KQkq - 0 8,1,8,2
r1b1kb1r/ppqn1ppp/2p1pn2/4N3/2BP4/2N5/PPP1QPPP/R1B1K2R b KQkq - 0 8,0,8,0
r1b1kb1r/ppq2ppp/2p1pn2/4n3/2BP4/2N5/PPP1QPPP/R1B1K2R w KQkq - 0 9,1,9,2
r1b1kb1r/ppq2ppp/2p1pn2/4P3/2B5/2N5/PPP1QPPP/R1B1K2R b KQkq - 0 9,0,9,0
r1b1kb1r/ppq2ppp/2p1p3/3nP3/2B5/2N5/PPP1QPPP/R1B1K2R w KQkq - 1 10,1,10,2
r1b1kb1r/ppq2ppp/2p1p3/3nP3/2B5/2N5/PPP1QPPP/R1B2RK1 b kq - 2 10,0,10,0
r1b1kb1r/ppq2ppp/2p1p3/4P3/2B5/2n5/PPP1QPPP/R1B2RK1 w kq - 0 11,1,11,2
r1b1kb1r/ppq2ppp/2p1p3/4P3/2B5/2P5/P1P1QPPP/R1B2RK1 b kq - 0 11,0,11,0
r3kb1r/ppqb1ppp/2p1p3/4P3/2B5/2P5/P1P1QPPP/R1B2RK1 w kq - 1 12,1,12,2
r3kb1r/ppqb1ppp/2p1p3/4P3/2B5/2P5/P1P1QPPP/R1BR2K1 b kq - 2 12,0,12,0
r3k2r/ppqb1ppp/2p1p3/2b1P3/2B5/2P5/P1P1QPPP/R1BR2K1 w kq - 3 13,1,13,2
r3k2r/ppqb1ppp/2p1p3/2b1P3/2B5/2P5/P1P1QPPP/1RBR2K1 b kq - 4 13,0,13,0
r4rk1/ppqb1ppp/2p1p3/2b1P3/2B5/2P5/P1P1QPPP/1RBR2K1 w - - 5 14,1,14,2
r4rk1/ppqb1ppp/2p1p3/2b1P3/2B4P/2P5/P1P1QPP1/1RBR2K1 b - - 0 14,0,14,0
r4rk1/p1qb1ppp/2p1p3/1pb1P3/2B4P/2P5/P1P1QPP1/1RBR2K1 w - - 0 15,1,15,2
r4rk1/p1qb1ppp/2p1p3/1pb1P3/7P/2PB4/P1P1QPP1/1RBR2K1 b - - 1 15,0,15,0
r4rk1/p1qb2pp/2p1p3/1pb1Pp2/7P/2PB4/P1P1QPP1/1RBR2K1 w - f6 0 16,1,16,2
r4rk1/p1qb2pp/2p1pP2/1pb5/7P/2PB4/P1P1QPP1/1RBR2K1 b - - 0 16,0,16,0
r5k1/p1qb1rpp/2p1pP2/1pb5/7P/2PB4/P1P1QPP1/1RBR2K1 w - - 1 17,1,17,2
r5k1/p1qb1rpp/2p1pP2/1pb4Q/7P/2PB4/P1P2PP1/1RBR2K1 b - - 2 17,0,17,0
r4k2/p1qb1rpp/2p1pP2/1pb4Q/7P/2PB4/P1P2PP1/1RBR2K1 w - - 3 18,1,18,2
r4k2/p1qb1rpp/2p1pP2/1pQ5/7P/2PB4/P1P2PP1/1RBR2K1 b - - 0 18,0,18,0
r4k2/p2b1rpp/2pqpP2/1pQ5/7P/2PB4/P1P2PP1/1RBR2K1 w - - 1 19,1,19,2
r4k2/p2b1rpp/2pQpP2/1p6/7P/2PB4/P1P2PP1/1RBR2K1 b - - 0 19,0,19,0
r3k3/p2b1rpp/2pQpP2/1p6/7P/2PB4/P1P2PP1/1RBR2K1 w - - 1 20,1,20,2
r3k3/p2b1rpp/2p1pP2/1p6/7P/2PB2Q1/P1P2PP1/1RBR2K1 b - - 2 20,0,20,0
r3k3/p2b1r1p/2p1pPp1/1p6/7P/2PB2Q1/P1P2PP1/1RBR2K1 w - - 0 21,1,21,2
r3k3/p2b1r1p/2p1pPp1/1p6/7P/2PB3Q/P1P2PP1/1RBR2K1 b - - 1 21,0,21,0
r3k3/p2b1r1p/4pPp1/1pp5/7P/2PB3Q/P1P2PP1/1RBR2K1 w - - 0 22,1,22,2
r3k3/p2b1r1p/4pPp1/1pp5/7P/2PB1P1Q/P1P3P1/1RBR2K1 b - - 0 22,0,22,0
r3k3/p2b3p/4prp1/1pp5/7P/2PB1P1Q/P1P3P1/1RBR2K1 w - - 0 23,1,23,2
r3k3/p2b3p/4prp1/1pp5/7P/P1PB1P1Q/2P3P1/1RBR2K1 b - - 0 23,0,23,0
r3k3/p6p/2b1prp1/1pp5/7P/P1PB1P1Q/2P3P1/1RBR2K1 w - - 1 24,1,24,2
r3k3/p6p/2b1prp1/1pp3B1/7P/P1PB1P1Q/2P3P1/1R1R2K1 b - - 2 24,0,24,0
r7/p3k2p/2b1prp1/1pp3B1/7P/P1PB1P1Q/2P3P1/1R1R2K1 w - - 3 25,1,25,2
r7/p3k2p/2b1prp1/1pp3B1/4B2P/P1P2P1Q/2P3P1/1R1R2K1 b - - 4 25,0,25,0
r7/p3k2p/4prp1/1ppb2B1/4B2P/P1P2P1Q/2P3P1/1R1R2K1 w - - 5 26,1,26,2
r7/p3k2p/4prp1/1ppb2B1/4B2P/P1P2PQ1/2P3P1/1R1R2K1 b - - 6 26,0,26,0
6r1/p3k2p/4prp1/1ppb2B1/4B2P/P1P2PQ1/2P3P1/1R1R2K1 w - - 7 27,1,27,2
6r1/p3k2p/4prp1/1ppB2B1/7P/P1P2PQ1/2P3P1/1R1R2K1 b - - 0 27,0,27,0
6r1/p3k3/4prpp/1ppB2B1/7P/P1P2PQ1/2P3P1/1R1R2K1 w - - 0 28,1,28,2
6r1/p1Q1k3/4prpp/1ppB2B1/7P/P1P2P2/2P3P1/1R1R2K1 b - - 1 28,0,28,0
5kr1/p1Q5/4prpp/1ppB2B1/7P/P1P2P2/2P3P1/1R1R2K1 w - - 2 29,1,29,2
5kr1/p1Q5/4prpB/1ppB4/7P/P1P2P2/2P3P1/1R1R2K1 b - - 0 29,0,29,0
4k1r1/p1Q5/4prpB/1ppB4/7P/P1P2P2/2P3P1/1R1R2K1 w - - 1 30,1,30,2
4k1r1/p1Q5/2B1prpB/1pp5/7P/P1P2P2/2P3P1/1R1R2K1 b - - 2 30,0,30,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,0
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,1,2,2
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,0,2,0
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,1,3,2
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,0,3,0
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1,4,2
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,0,4,0
r1bqkb1r/pp1npppp/2p2n2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,1,5,2
r1bqkb1r/pp1npppp/2p2n2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 2 5,0,5,0
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 0 6,1,6,2
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP1B1PPP/R2QKB1R b KQkq - 1 6,0,6,0
r1bqkb1r/pp1n1ppp/2p1p3/3p4/2PPn3/2N1PN2/PP1B1PPP/R2QKB1R w KQkq - 2 7,1,7,2
r1bqkb1r/pp1n1ppp/2p1p3/3p4/2PPn3/2NBPN2/PP1B1PPP/R2QK2R b KQkq - 3 7,0,7,0
r1bqkb1r/pp3ppp/2p1pn2/3p4/2PPn3/2NBPN2/PP1B1PPP/R2QK2R w KQkq - 4 8,1,8,2
r1bqkb1r/pp3ppp/2p1pn2/3p4/2PPn3/2NBPN2/PP1B1PPP/R2Q1RK1 b kq - 5 8,0,8,0
r1bqk2r/pp3ppp/2pbpn2/3p4/2PPn3/2NBPN2/PP1B1PPP/R2Q1RK1 w kq - 6 9,1,9,2
r1bqk2r/pp3ppp/2pbpn2/3p4/2PPn3/2NBPN2/PP3PPP/R2QBRK1 b kq - 7 9,0,9,0
r1bq1rk1/pp3ppp/2pbpn2/3p4/2PPn3/2NBPN2/PP3PPP/R2QBRK1 w - - 8 10,1,10,2
r1bq1rk1/pp3ppp/2pbpn2/2Pp4/3Pn3/2NBPN2/PP3PPP/R2QBRK1 b - - 0 10,0,10,0
r1bq1rk1/ppb2ppp/2p1pn2/2Pp4/3Pn3/2NBPN2/PP3PPP/R2QBRK1 w - - 1 11,1,11,2
r1bq1rk1/ppb2ppp/2p1pn2/2Pp4/3Pn3/2NBPN2/PP3PPP/2RQBRK1 b - - 2 11,0,11,0
r1b2rk1/ppb1qppp/2p1pn2/2Pp4/3Pn3/2NBPN2/PP3PPP/2RQBRK1 w - - 3 12,1,12,2
r1b2rk1/ppb1qppp/2p1pn2/2Pp4/3Pn3/2NBPN2/PP2QPPP/2R1BRK1 b - - 4 12,0,12,0
r1b2rk1/ppb1qppp/2p1pn2/2Pp4/3P4/2nBPN2/PP2QPPP/2R1BRK1 w - - 0 13,1,13,2
r1b2rk1/ppb1qppp/2p1pn2/2Pp4/3P4/2BBPN2/PP2QPPP/2R2RK1 b - - 0 13,0,13,0
r1b2rk1/ppb1qppp/2p1p3/2Pp4/3Pn3/2BBPN2/PP2QPPP/2R2RK1 w - - 1 14,1,14,2
r1b2rk1/ppb1qppp/2p1p3/2Pp4/3PB3/2B1PN2/PP2QPPP/2R2RK1 b - - 0 14,0,14,0
r1b2rk1/ppb1qppp/2p5/2Ppp3/3PB3/2B1PN2/PP2QPPP/2R2RK1 w - - 0 15,1,15,2
r1b2rk1/ppb1qppp/2p5/2PBp3/3P4/2B1PN2/PP2QPPP/2R2RK1 b - - 0 15,0,15,0
r1b2rk1/ppb1qppp/8/2Ppp3/3P4/2B1PN2/PP2QPPP/2R2RK1 w - - 0 16,1,16,2
r1b2rk1/ppb1qppp/8/2PpN3/3P4/2B1P3/PP2QPPP/2R2RK1 b - - 0 16,0,16,0
r1b2rk1/1pb1qppp/8/p1PpN3/3P4/2B1P3/PP2QPPP/2R2RK1 w - - 0 17,1,17,2
r1b2rk1/1pb1qppp/8/p1PpN3/3P4/2B1PQ2/PP3PPP/2R2RK1 b - - 1 17,0,17,0
r1b2rk1/1pb1q1pp/5p2/p1PpN3/3P4/2B1PQ2/PP3PPP/2R2RK1 w - - 0 18,1,18,2
r1b2rk1/1pb1q1pp/5p2/p1Pp4/3P2N1/2B1PQ2/PP3PPP/2R2RK1 b - - 1 18,0,18,0
r1b2rk1/1pb2qpp/5p2/p1Pp4/3P2N1/2B1PQ2/PP3PPP/2R2RK1 w - - 2 19,1,19,2
r1b2rk1/1pb2qpp/5p2/p1Pp4/3P2N1/2B1PQ1P/PP3PP1/2R2RK1 b - - 0 19,0,19,0
r1b2rk1/1pb2qp1/5p2/p1Pp3p/3P2N1/2B1PQ1P/PP3PP1/2R2RK1 w - - 0 20,1,20,2
r1b2rk1/1pb2qp1/5p2/p1Pp3p/3P4/2B1PQ1P/PP3PPN/2R2RK1 b - - 1 20,0,20,0
r4rk1/1pb2qp1/4bp2/p1Pp3p/3P4/2B1PQ1P/PP3PPN/2R2RK1 w - - 2 21,1,21,2
r4rk1/1pb2qp1/4bp2/p1Pp3p/3P4/2B1PQ1P/PP3PPN/2R1R1K1 b - - 3 21,0,21,0
r3r1k1/1pb2qp1/4bp2/p1Pp3p/3P4/2B1PQ1P/PP3PPN/2R1R1K1 w - - 4 22,1,22,2
r3r1k1/1pb2qp1/4bp2/p1Pp3p/3P4/2B1PQ1P/PP3PPN/R3R1K1 b - - 5 22,0,22,0
r3r1k1/1pbb1qp1/5p2/p1Pp3p/3P4/2B1PQ1P/PP3PPN/R3R1K1 w - - 6 23,1,23,2
r3r1k1/1pbb1qp1/5p2/p1Pp3p/P2P4/2B1PQ1P/1P3PPN/R3R1K1 b - - 0 23,0,23,0
3rr1k1/1pbb1qp1/5p2/p1Pp3p/P2P4/2B1PQ1P/1P3PPN/R3R1K1 w - - 1 24,1,24,2
3rr1k1/1pbb1qp1/5p2/p1Pp3p/P2P4/2B1PQ1P/1P3PP1/R3RNK1 b - - 2 24,0,24,0
3r2k1/1pbbrqp1/5p2/p1Pp3p/P2P4/2B1PQ1P/1P3PP1/R3RNK1 w - - 3 25,1,25,2
3r2k1/1pbbrqp1/5p2/p1Pp3p/PP1P4/2B1PQ1P/5PP1/R3RNK1 b - - 0 25,0,25,0
3r2k1/1pbbrq2/5p2/p1Pp2pp/PP1P4/2B1PQ1P/5PP1/R3RNK1 w - - 0 26,1,26,2
3r2k1/1pbbrq2/5p2/p1Pp2pp/PP1P4/2B1P2P/5PP1/R2QRNK1 b - - 1 26,0,26,0
3r2k1/1pbbr1q1/5p2/p1Pp2pp/PP1P4/2B1P2P/5PP1/R2QRNK1 w - - 2 27,1,27,2
3r2k1/1pbbr1q1/5p2/p1Pp2pQ/PP1P4/2B1P2P/5PP1/R3RNK1 b - - 0 27,0,27,0
3r2k1/1pbbr1q1/5p2/p1Pp3Q/PP1P2p1/2B1P2P/5PP1/R3RNK1 w - - 0 28,1,28,2
3r2k1/1pbbr1q1/5p2/p1Pp3Q/PP1P2P1/2B1P3/5PP1/R3RNK1 b - - 0 28,0,28,0
3r2k1/1pbbr1q1/5p2/2Pp3Q/Pp1P2P1/2B1P3/5PP1/R3RNK1 w - - 0 29,1,29,2
3r2k1/1pbbr1q1/5p2/2Pp3Q/PB1P2P1/4P3/5PP1/R3RNK1 b - - 0 29,0,29,0
3r2k1/1pb1r1q1/5p2/2Pp3Q/PB1P2b1/4P3/5PP1/R3RNK1 w - - 0 30,1,30,2
3r2k1/1pb1r1q1/5p2/2Pp4/PB1P2b1/4P3/5PP1/R3RNKQ b - - 1 30,0,30,0
3r2k1/1pb1r3/5pq1/2Pp4/PB1P2b1/4P3/5PP1/R3RNKQ w - - 2 31,1,31,2
3r2k1/1pb1r3/5pq1/2Pp4/PB1P2b1/4P1P1/5P2/R3RNKQ b - - 0 31,0,31,0
3r2k1/1pb1r3/5pq1/2Pp1b2/PB1P4/4P1P1/5P2/R3RNKQ w - - 1 32,1,32,2
3r2k1/1pb1r3/5pq1/2Pp1b2/PB1P4/4P1P1/R4P2/4RNKQ b - - 2 32,0,32,0
3r2k1/1pb4r/5pq1/2Pp1b2/PB1P4/4P1P1/R4P2/4RNKQ w - - 3 33,1,33,2
3r2k1/1pb4r/5pq1/2Pp1b2/PB1P4/4P1P1/R4PQ1/4RNK1 b - - 4 33,0,33,0
3r2k1/1pb4r/5pq1/2Pp4/PB1P4/4P1Pb/R4PQ1/4RNK1 w - - 5 34,1,34,2
3r2k1/1pb4r/5pq1/2Pp4/PB1P4/4PQPb/R4P2/4RNK1 b - - 6 34,0,34,0
3r2k1/1pb4r/5pq1/2Pp1b2/PB1P4/4PQP1/R4P2/4RNK1 w - - 7 35,1,35,2
3r2k1/1pb4r/5pq1/2Pp1b2/PB1PP3/5QP1/R4P2/4RNK1 b - - 0 35,0,35,0
3r2k1/1pb4r/5pq1/2Pp4/PB1Pb3/5QP1/R4P2/4RNK1 w - - 0 36,1,36,2
3r2k1/1pb4r/5pq1/2Pp4/PB1PR3/5QP1/R4P2/5NK1 b - - 0 36,0,36,0
3r2k1/1pb4r/5pq1/2P5/PB1Pp3/5QP1/R4P2/5NK1 w - - 0 37,1,37,2
3r2k1/1pb4r/5pq1/2P5/PB1Pp3/1Q4P1/R4P2/5NK1 b - - 1 37,0,37,0
3r2k1/1pb2r2/5pq1/2P5/PB1Pp3/1Q4P1/R4P2/5NK1 w - - 2 38,1,38,2
3r2k1/1pb2r2/2P2pq1/8/PB1Pp3/1Q4P1/R4P2/5NK1 b - - 0 38,0,38,0
3r2k1/1pb2r2/2P3q1/5p2/PB1Pp3/1Q4P1/R4P2/5NK1 w - - 0 39,1,39,2
3r2k1/1pb1Br2/2P3q1/5p2/P2Pp3/1Q4P1/R4P2/5NK1 b - - 1 39,0,39,0
4r1k1/1pb1Br2/2P3q1/5p2/P2Pp3/1Q4P1/R4P2/5NK1 w - - 2 40,1,40,2
4r1k1/1Pb1Br2/6q1/5p2/P2Pp3/1Q4P1/R4P2/5NK1 b - - 0 40,0,40,0
4r1k1/1Pb1Br2/6q1/5p2/P2P4/1Q2p1P1/R4P2/5NK1 w - - 0 41,1,41,2
4r1k1/1Pb1Br2/6q1/5p2/P2P4/1Q2P1P1/R7/5NK1 b - - 0 41,0,41,0
4r3/1Pb1Brk1/6q1/5p2/P2P4/1Q2P1P1/R7/5NK1 w - - 1 42,1,42,2
4r3/1Pb2rk1/6q1/2B2p2/P2P4/1Q2P1P1/R7/5NK1 b - - 2 42,0,42,0
4r3/1Pb2rk1/6q1/2B5/P2P1p2/1Q2P1P1/R7/5NK1 w - - 0 43,1,43,2
4r3/1Pb2rk1/6q1/2B5/P2P1P2/1Q4P1/R7/5NK1 b - - 0 43,0,43,0
1b2r3/1P3rk1/6q1/2B5/P2P1P2/1Q4P1/R7/5NK1 w - - 1 44,1,44,2
1b2r3/1P3rk1/6q1/2B5/P2P1P2/1Q4P1/R4K2/5N2 b - - 2 44,0,44,0
1b6/1P3rk1/6q1/2B5/P2PrP2/1Q4P1/R4K2/5N2 w - - 3 45,1,45,2
1b6/1P3rk1/6q1/2B5/P2PrP2/1Q2N1P1/R4K2/8 b - - 4 45,0,45,0
8/1P3rk1/6q1/2B5/P2Prb2/1Q2N1P1/R4K2/8 w - - 0 46,1,46,2
8/1P3rk1/6q1/2B5/P2PrP2/1Q2N3/R4K2/8 b - - 0 46,0,46,0
8/1P3rk1/6q1/2B5/P2P1r2/1Q2N3/R4K2/8 w - - 0 47,1,47,2
8/1P3rk1/6q1/2B5/P2P1r2/1Q2N3/R7/4K3 b - - 1 47,0,47,0
8/1P3rk1/8/2B5/P2P1r2/1Q2N1q1/R7/4K3 w - - 2 48,1,48,2
8/1P3rk1/8/2B5/P2P1r2/1Q2N1q1/R2K4/8 b - - 3 48,0,48,0
8/1P2r1k1/8/2B5/P2P1r2/1Q2N1q1/R2K4/8 w - - 4 49,1,49,2
8/1P2r1k1/8/2B2N2/P2P1r2/1Q4q1/R2K4/8 b - - 5 49,0,49,0
7k/1P2r3/8/2B2N2/P2P1r2/1Q4q1/R2K4/8 w - - 6 50,1,50,2
1Q5k/4r3/8/2B2N2/P2P1r2/1Q4q1/R2K4/8 b - - 0 50,0,50,0
1Q6/4r2k/8/2B2N2/P2P1r2/1Q4q1/R2K4/8 w - - 1 51,1,51,2
1Q6/4r2k/8/2B2N2/P2P1r2/6Q1/R2K4/8 b - - 0 51,0,51,0
1Q6/4r2k/8/2B2N2/P2P2r1/6Q1/R2K4/8 w - - 1 52,1,52,2
1Q6/4r2k/8/2B2N2/P2P2Q1/8/R2K4/8 b - - 0 52,0,52,0
1Q6/7k/8/2B2N2/P2P2Q1/8/R2Kr3/8 w - - 1 53,1,53,2
